side,label,mfe,mae,hw,arm,quality,exit,mfe_r,mae_r,height,atr,spread,bars_box,hour,dow,hit_tp1,hit_tp2,hit_tp3,hit_sl,bars_held,weight,episode_id,q_reason,buy_stop,sell_stop,entry,sl,tp1,tp2,tp3
1,BREAKOUT_UP,65.62142857143044,-65.62142857143044,45.0,3,1,SL,1.4582539682540099,1.4582539682540099,45.0,68.92857142857143,5.0,3,13,5,0,0,0,1,2,1.0,1787317200,ok,46749.87857142857,0.0,46749.87857142857,46703.5,46850.22857142857,46901.25857142857,46953.79607142857
1,BREAKOUT_UP,0.0,0.0,24.0,3,1,SL,0.0,0.0,24.0,80.85714285714286,5.0,3,22,5,0,0,0,1,0,1.0,1787347800,ok,46782.11714285714,0.0,46782.11714285714,46756.5,46835.63714285714,46862.85314285714,46890.87314285714
1,BREAKOUT_UP,349.6399999999994,-349.6399999999994,68.0,3,0,TP3,5.141764705882345,5.141764705882345,68.0,0.0,5.0,4,8,6,1,1,1,0,4,0.0,1787383800,box_invalid,47185.86,0.0,47185.86,47106.3,47337.5,47414.612,47494.002
0,CENSORED_OR_AMBIGUOUS,0.0,-57.0,57.0,3,0,TRAP,0.0,1.0,57.0,0.0,5.0,4,13,6,0,0,0,0,0,0.0,1787401800,box_invalid,47536.64,0.0,0.0,0.0,0.0,0.0,0.0
1,BREAKOUT_UP,370.5599999999977,-370.5599999999977,72.0,3,1,TP3,5.1466666666666345,5.1466666666666345,72.0,0.0,5.0,4,10,1,1,1,1,0,5,1.0,1787563800,ok,47263.94,47189.06,47263.94,47179.7,47348.18000000001,47506.148,47590.208000000006,3,2,0.08333333333333333,1.0,0.22857142857142856,1,240.0,3.3333333333333335,0.9166666666666666,IMPULSE_THEN_RANGE
0,CENSORED_OR_AMBIGUOUS,0.0,-89.0,89.0,3,1,TRAP,0.0,1.0,89.0,0.0,5.0,4,16,1,0,0,0,0,0,1.0,1787585400,ok,47640.28,47547.72,0.0,0.0,0.0,0.0,0.0,1,3,0.25842696629213485,0.797752808988764,0.22531645569620254,1,395.0,4.438202247191011,0.9493670886075949,IMPULSE_THEN_RANGE
1,BREAKOUT_UP,63.23999999999796,-63.23999999999796,38.0,3,1,SL,1.6642105263157358,1.6642105263157358,38.0,0.0,5.0,4,3,2,1,0,0,1,2,1.0,1787625000,ok,47829.26,47789.74,47829.26,47784.8,47873.72,47957.092000000004,48001.457,1,4,0.6578947368421053,0.8947368421052632,0.13768115942028986,1,168.0,4.421052631578948,0.8095238095238095,IMPULSE_THEN_RANGE
-1,BREAKOUT_DOWN,276.5,-276.5,75.0,3,1,TP3,3.6866666666666665,3.6866666666666665,75.0,0.0,5.0,4,10,2,1,1,1,0,0,1.0,1787652000,ok,48195.0,48117.0,48117.0,48204.75,48029.25,47941.5,47853.75,3,4,0.09333333333333334,0.9066666666666666,0.20270270270270271,1,121.0,1.6133333333333333,0.9586776859504132,IMPULSE_THEN_RANGE
1,BREAKOUT_UP,72.27999999999884,-72.27999999999884,36.0,3,1,SL,2.0077777777777452,2.0077777777777452,36.0,0.0,5.0,7,15,2,1,0,0,1,3,1.0,1787670000,ok,47862.22,47824.78,47862.22,47820.1,47904.340000000004,47983.324,48025.354,6,4,0.8055555555555556,0.8055555555555556,0.09782608695652174,-1,327.0,9.083333333333334,0.021406727828746176,IMPULSE_THEN_RANGE
1,BREAKOUT_UP,164.1999999999971,-164.1999999999971,90.0,3,1,TP1_H,1.8244444444444121,1.8244444444444121,90.0,0.0,5.0,7,3,3,1,0,0,0,12,1.0,1787711400,ok,48170.3,48076.7,48170.3,48065.0,48275.600000000006,48473.060000000005,48578.135,5,1,0.2111111111111111,1.0,0.2349869451697128,1,197.0,2.188888888888889,0.9644670050761421,IMPULSE_THEN_RANGE
-1,BREAKOUT_DOWN,420.0,-420.0,50.0,3,1,TP3,8.4,8.4,50.0,0.0,5.0,4,10,3,1,1,1,0,5,1.0,1787736600,ok,48211.5,48159.5,48159.5,48218.0,48101.0,48042.5,47984.0,2,3,0.38,0.98,0.17985611510791366,1,102.0,2.04,0.6764705882352942,IMPULSE_THEN_RANGE
1,BREAKOUT_UP,0.0,0.0,56.0,3,1,SL,0.0,0.0,56.0,0.0,5.0,5,23,3,0,0,0,1,3,1.0,1787785200,ok,48061.62,48003.38,48061.62,47996.1,48127.14000000001,48250.004,48315.384000000005,5,3,0.9107142857142857,1.0,0.19858156028368795,1,180.0,3.2142857142857144,0.95,IMPULSE_THEN_RANGE
1,BREAKOUT_UP,285.8000000000029,-285.8000000000029,60.0,3,1,TP3,4.763333333333382,4.763333333333382,60.0,0.0,5.0,4,10,4,1,1,1,0,4,1.0,1787823000,ok,48386.7,48324.3,48386.7,48316.5,48456.899999999994,48588.54,48658.59,3,2,0.48333333333333334,0.8833333333333333,0.14285714285714285,0,0.0,0.0,0.5,RANGE_THEN_BREAK
1,BREAKOUT_UP,118.80000000000291,-118.80000000000291,60.0,3,1,SL,1.9800000000000486,1.9800000000000486,60.0,0.0,5.0,4,16,4,1,0,0,1,4,1.0,1787846400,ok,48289.7,48227.3,48289.7,48219.5,48359.899999999994,48491.54,48561.59,2,4,0.2833333333333333,0.9166666666666666,0.10507880910683012,0,0.0,0.0,0.5,RANGE_THEN_BREAK
